clothes, ,"('doll clothes there', 'Mother')","[0, 'doll clothes there']",doll,28.9533665989035,male,Manchester
clothes, ,"('and the horse be dress in clothes almost be they', 'Mother')","[0, 'and the horse be dress in clothes almost be they']",horse,27.6247972237623,male,Manchester
clothes, ,"('and the horse be dress in clothes almost be they', 'Mother')","[0, 'and the horse be dress in clothes almost be they']",dress,27.6247972237623,male,Manchester
animal, ,"('perhaps you could give your animal a drink now', 'Mother')","[0, 'perhaps you could give your animal a drink now']",drink,29.6576931764513,male,Manchester
animal, ,"('shall we give the other animal to the doll', 'Mother')","[0, 'shall we give the other animal to the doll']",doll,29.6576931764513,male,Manchester
animal, ,"('come and give your animal a drink John', 'Mother')","[0, 'come and give your animal a drink John']",drink,29.6576931764513,male,Manchester
animal, ,"('be we go to give the animal some water', 'Mother')","[0, 'be we go to give the animal some water']",water,29.6576931764513,male,Manchester
food, ,"('it not dog food be it', 'Mother')","[0, 'it not dog food be it']",dog,29.6576931764513,male,Manchester
animal, ,"('do any of the animal like banana', 'Mother')","[0, 'do any of the animal like banana']",banana,30.6577137107538,male,Manchester
animal, ,"('do you want to put your animal on your pencil', 'Mother')","[0, 'do you want to put your animal on your pencil']",pencil,31.7891537813918,male,Manchester
animal, ,"('how about if you bring your animal card which be on the table', 'Mother')","[0, 'how about if you bring your animal card which be on the table']",table,33.3949362409906,male,Manchester
clothes, ,"('or do you want to put doll clothes on', 'Mother')","[0, 'or do you want to put doll clothes on']",doll,23.5261504343005,female,Manchester
animal, ,"('be you go to show me the animal in this book', 'Mother')","[0, 'be you go to show me the animal in this book']",book,24.9204295776094,female,Manchester
clothes, ,"('there your clothes doll', 'Mother')","[0, 'there your clothes doll']",doll,26.0662436600341,female,Manchester
clothes, ,"('she get lots_of clothes that doll', 'Mother')","[0, 'she get lots_of clothes that doll']",doll,26.2962278486211,female,Manchester
clothes, ,"('doll get no clothes on', 'Mother')","[0, 'doll get no clothes on']",doll,26.9861804143822,female,Manchester
toy, ,"('well because these be Anna toy and that your dog from your house', 'Mother')","[0, 'well because these be Anna toy and that your dog from your house']",dog,26.9861804143822,female,Manchester
clothes, ,"('do doll clothes need to go in there as_well', 'Mother')","[0, 'do doll clothes need to go in there as_well']",doll,26.2962278486211,female,Manchester
clothes, ,"('doll get no clothes on today', 'Mother')","[0, 'doll get no clothes on today']",doll,28.7890921784842,female,Manchester
clothes, ,"('oh have that doll get no clothes on', 'Mother')","[0, 'oh have that doll get no clothes on']",doll,30.1648904494959,female,Manchester
clothes, ,"('doll get some clothes on now', 'Mother')","[0, 'doll get some clothes on now']",doll,30.1648904494959,female,Manchester
clothes, ,"('those be doll clothes', 'Investigator')","[0, 'those be doll clothes']",doll,26.1648083122857,female,Manchester
toy, ,"('the toy train be chug around the track', 'Mother')","[0, 'the toy train be chug around the track']",train,26.1648083122857,female,Manchester
animal, ,"('what animal shall we put on the car Nicole', 'Mother')","[0, 'what animal shall we put on the car Nicole']",car,26.1648083122857,female,Manchester
food, ,"('you get some dog food look', 'Mother')","[0, 'you get some dog food look']",dog,28.0005749604715,female,Manchester
food, ,"('have have dog food before have we', 'Mother')","[0, 'have have dog food before have we']",dog,28.0005749604715,female,Manchester
clothes, ,"('and doll clothes', 'Mother')","[0, 'and doll clothes']",doll,27.5590874555946,female,Manchester
animal, ,"('it be a busy day the animal go home to bed they soon be back to play', 'Mother')","[0, 'it be a busy day the animal go home to bed they soon be back to play']",bed,28.9533665989035,female,Manchester
clothes, ,"('I think they the doll clothes be they', 'Mother')","[0, 'I think they the doll clothes be they']",doll,29.8548224809544,female,Manchester
food, ,"('all day long the mouse be skate no one cry when they fall over they sit and eat their food while bee buzz in the', 'Mother')","[0, 'all day long the mouse be skate no one cry when they fall over they sit and eat their food while bee buzz in the']",bee,28.9533665989035,female,Manchester
food, ,"('all day long the mouse be skate no one cry when they fall over they sit and eat their food while bee buzz in the', 'Mother')","[0, 'all day long the mouse be skate no one cry when they fall over they sit and eat their food while bee buzz in the']",mouse,28.9533665989035,female,Manchester
clothes, ,"('they all doll clothes be they', 'Mother')","[0, 'they all doll clothes be they']",doll,30.5262941744184,female,Manchester
toy, ,"('toy in the car', 'Investigator')","[0, 'toy in the car']",car,30.7562783630054,female,Manchester
toy, ,"('Caroline toy be in the car', 'Mother')","[0, 'Caroline toy be in the car']",car,30.7562783630054,female,Manchester
animal, ,"('which animal lay a egg', 'Mother')","[0, 'which animal lay a egg']",egg,30.7562783630054,female,Manchester
animal, ,"('which animal lay egg', 'Mother')","[0, 'which animal lay egg']",egg,30.7562783630054,female,Manchester
clothes, ,"('be you go to take her clothes off then and Mummy put her dress on', 'Mother')","[0, 'be you go to take her clothes off then and Mummy put her dress on']",dress,30.7562783630054,female,Manchester
clothes, ,"('that where the doll clothes come out_of', 'Mother')","[0, 'that where the doll clothes come out_of']",doll,29.8548224809544,female,Manchester
clothes, ,"('the doll clothes', 'Mother')","[0, 'the doll clothes']",doll,29.8548224809544,female,Manchester
clothes, ,"('be you go to put the doll clothes back in', 'Mother')","[0, 'be you go to put the doll clothes back in']",doll,29.8548224809544,female,Manchester
clothes, ,"('be you go to take doll clothes off', 'Mother')","[0, 'be you go to take doll clothes off']",doll,33.0992422842358,female,Manchester
food, ,"('some dog food', 'Mother')","[0, 'some dog food']",dog,29.8548224809544,female,Manchester
food, ,"('have I get the elephant food all ready here', 'Mother')","[0, 'have I get the elephant food all ready here']",elephant,31.1977658678823,female,Manchester
toy, ,"('not share your toy with your doll', 'Mother')","[0, 'not share your toy with your doll']",doll,30.5262941744184,female,Manchester
toy, ,"('can you get on your bed with all those toy', 'Mother')","[0, 'can you get on your bed with all those toy']",bed,31.3948951723855,female,Manchester
food, ,"('be egg your favorite food', 'Mother')","[0, 'be egg your favorite food']",egg,34.0335530503706,female,Manchester
food, ,"('it a tin of dog food', 'Mother')","[0, 'it a tin of dog food']",dog,32.9534487361137,female,Manchester
toy, ,"('do you want to come and help Caroline get her toy out_of the car', 'Mother')","[0, 'do you want to come and help Caroline get her toy out_of the car']",car,33.0992422842358,female,Manchester
clothes, ,"('you push all your clothes off your bed', 'Mother')","[0, 'you push all your clothes off your bed']",bed,23.6575699706359,female,Manchester
clothes, ,"('I think the problem be that there not real room for him and his clothes in the car', 'Investigator')","[0, 'I think the problem be that there not real room for him and his clothes in the car']",car,25.7890305755765,female,Manchester
toy, ,"('shall we bring all the toy out to the car', 'Mother')","[0, 'shall we bring all the toy out to the car']",car,25.7890305755765,female,Manchester
animal, ,"('what about some animal on the train', 'Mother')","[0, 'what about some animal on the train']",train,28.2634140331424,female,Manchester
food, ,"('can I have some dog food', 'Mother')","[0, 'can I have some dog food']",dog,28.9533665989035,female,Manchester
food, ,"('I do think that dog food', 'Mother')","[0, 'I do think that dog food']",dog,28.9533665989035,female,Manchester
animal, ,"('do you not wanna do any of your animal puzzle', 'Mother')","[0, 'do you not wanna do any of your animal puzzle']",puzzle,30.3948746380829,female,Manchester
animal, ,"('you real enjoy that the other night do the animal puzzle', 'Mother')","[0, 'you real enjoy that the other night do the animal puzzle']",puzzle,30.3948746380829,female,Manchester
food, ,"('oh this be dog food', 'Mother')","[0, 'oh this be dog food']",dog,28.2634140331424,female,Manchester
food, ,"('food for dog', 'Mother')","[0, 'food for dog']",dog,28.2634140331424,female,Manchester
food, ,"('food for dog', 'Mother')","[0, 'food for dog']",dog,28.2634140331424,female,Manchester
food, ,"('will you like some dog food', 'Mother')","[0, 'will you like some dog food']",dog,28.9533665989035,female,Manchester
food, ,"('dog food there', 'Mother')","[0, 'dog food there']",dog,28.9533665989035,female,Manchester
food, ,"('there some dog food', 'Mother')","[0, 'there some dog food']",dog,28.9533665989035,female,Manchester
toy, ,"('do he like play with deer toy', 'Mother')","[0, 'do he like play with deer toy']",deer,30.3948746380829,female,Manchester
clothes, ,"('out in the car with no clothes on', 'Mother')","[0, 'out in the car with no clothes on']",car,30.3948746380829,female,Manchester
food, ,"('tiger come and steal the food', 'Mother')","[0, 'tiger come and steal the food']",tiger,31.5591695928048,female,Manchester
food, ,"('they bring food and water to him', 'Mother')","[0, 'they bring food and water to him']",water,32.6906096634428,female,Manchester
food, ,"('tiger run away with the food', 'Mother')","[0, 'tiger run away with the food']",tiger,31.5591695928048,female,Manchester
food, ,"('it be food for the hen', 'Mother')","[0, 'it be food for the hen']",hen,33.066387400152,female,Manchester
food, ,"('any food to the hen', 'Mother')","[0, 'any food to the hen']",hen,33.066387400152,female,Manchester
animal, ,"('I think I be a bit frighten if I see all those animal surround my car', 'Mother')","[0, 'I think I be a bit frighten if I see all those animal surround my car']",car,31.7891537813918,female,Manchester
toy, ,"('be we go to play with some toy or read some book', 'Mother')","[0, 'be we go to play with some toy or read some book']",book,33.7563399659131,female,Manchester
animal, ,"('well how be the animal go to get in if there no door', 'Mother')","[0, 'well how be the animal go to get in if there no door']",door,33.296371588739,female,Manchester
food, ,"('dog food', 'Mother')","[0, 'dog food']",dog,33.7563399659131,female,Manchester
food, ,"('I wonder if there any dog food', 'Mother')","[0, 'I wonder if there any dog food']",dog,22.1975810591593,male,Manchester
food, ,"('nice cat food', 'Mother')","[0, 'nice cat food']",cat,22.1975810591593,male,Manchester
toy, ,"('he open the door and he put his toy rabbit in with the real rabbit', 'Mother')","[0, 'he open the door and he put his toy rabbit in with the real rabbit']",door,33.296371588739,female,Manchester
toy, ,"('do you want to read a book or do you wanna play with some toy', 'Mother')","[0, 'do you want to read a book or do you wanna play with some toy']",book,33.7563399659131,female,Manchester
food, ,"('I get dog food', 'Mother')","[0, 'I get dog food']",dog,35.6906712663504,female,Manchester
food, ,"('there some dog food', 'Mother')","[0, 'there some dog food']",dog,35.6906712663504,female,Manchester
